index,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,wnsynsetid,wnsynsetkey,up,front,tags,variantIds,baseVariantId,isCornerPiece,setIds,componentIds
1991,s__436,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1992,s__437,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,,
1993,s__438,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,,
1994,s__439,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,,,,,,
1995,s__440,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,,,,,,
1996,s__441,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,,
1997,s__442,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,,
1998,s__443,stand,stand,2,night_stand,n04301000,stand.n.04,,,__SYM_REFLECT_LR,,,,,
1999,s__444,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,,
2000,s__445,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_REFLECT_LR,,,,,
2001,s__446,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,,,,,,
2002,s__447,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,,
2003,s__448,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,,
2004,s__449,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_REFLECT_LR,,,,,
2005,s__450,bookshelf,shelving,2,cabinet,n02871439,bookshelf.n.01,,,,,,,,
2006,s__451,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,,
2007,s__452,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,,
2008,s__453,folding_chair,chair,2,chair,n03376595,folding_chair.n.01,,,__SYM_REFLECT_LR,,,,,
2009,s__454,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,91,
2010,s__455,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR_APPROX,,,,91,
2011,s__456,short_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,12,
2012,s__457,tall_kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,12,
2013,s__458,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
2014,s__459,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,,
2015,s__460,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
2016,s__461,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
2017,s__462,dressing_table,dressing_table,2,desk,n03238586,dressing_table.n.01,,,,,,,,
2018,s__463,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_ROTATE_UP_2,,,,,
2019,s__464,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,,,,,,
2020,s__465,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,,
2021,s__466,shoes_cabinet,shoes_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_ROTATE_UP_2,,,,,
2022,s__467,bookshelf,shelving,2,cabinet,n02871439,bookshelf.n.01,,,__SYM_REFLECT_LR,,,,,
2023,s__468,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
2024,s__469,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_REFLECT_LR,,,,,
2025,s__470,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_REFLECT_LR,,,,,
2026,s__471,desk,desk,2,desk,n03179701,desk.n.01,,,,,,,,
2027,s__472,bookshelf,shelving,2,cabinet,n02871439,bookshelf.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
2028,s__473,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_REFLECT_LR,,,,,
2029,s__474,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,,
2030,s__475,desk,desk,2,desk,n03179701,desk.n.01,,,"__SYM_REFLECT_C1,__CORNER_C1",,,1,,
2031,s__476,desk,desk,2,desk,n03179701,desk.n.01,,,,,,,,
2032,s__477,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
2033,s__478,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,,
2034,s__479,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_6_APPROX,,,,,
2035,s__480,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_REFLECT_LR,,,,,
2036,s__481,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_REFLECT_LR,,,,,
2037,s__482,desk,desk,2,desk,n03179701,desk.n.01,,,,,,,90,
2038,s__483,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_ROTATE_UP_2,,,,90,
2039,s__484,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_ROTATE_UP_2,,,,,
2040,s__485,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_ROTATE_UP_2,,,,,
2041,s__486,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_4,,,,,
2042,s__487,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,,
2043,s__488,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,,
2044,s__489,desk_with_shelves,desk,2,desk,n03179701,desk.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
2045,s__490,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_ROTATE_UP_2,,,,89,
2046,s__491,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,,
2047,s__492,bookshelf,shelving,2,cabinet,n02871439,bookshelf.n.01,,,,,,,,
2048,s__493,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,,,,,,
2049,s__494,medicine_cabinet,mirror,2,cabinet,n03742115,medicine_chest.n.01,,,__SYM_REFLECT_LR,,,,88,
2050,s__495,medicine_cabinet,mirror,2,cabinet,n03742115,medicine_chest.n.01,,,__SYM_REFLECT_LR,,,,88,
2051,s__496,bookshelf,shelving,2,cabinet,n02871439,bookshelf.n.01,,,__SYM_REFLECT_LR,,,,,
2052,s__497,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_ROTATE_UP_2,,,,89,
2053,s__498,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_ROTATE_UP_2,,,,89,
2054,s__499,stairs,stairs,1,floor,n04314914,step.n.04,,,__SYM_REFLECT_LR,,,,89,
2055,s__500,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
2056,s__501,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
2057,s__502,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__CORNER_C2,,,,,
2058,s__503,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__CORNER_C1,,,,,
2059,s__504,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__CORNER_C1,,,,,
2060,s__505,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_REFLECT_LR,,,,,
2061,s__506,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_REFLECT_LR,,,,,
2062,s__507,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
2063,s__508,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_REFLECT_LR,,,,,
2064,s__509,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_REFLECT_LR,,,,,
2065,s__510,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_ROTATE_UP_2,,,,87,
2066,s__511,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,__SYM_ROTATE_UP_4,,,,87,
2067,s__512,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_ROTATE_UP_2,,,,,
2068,s__513,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,117,
2069,s__514,armchair,chair,2,sofa,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,117,
2070,s__515,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__CORNER_C1,,,,,
2071,s__516,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,,,,,86,
2072,s__517,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,"__SYM_REFLECT_C2,__CORNER_C2",,,1,86,
2073,s__518,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
2074,s__519,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,86,
2075,s__520,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,"__CORNER_C1,__SYM_REFLECT_C1",,,,86,
2076,s__521,bookshelf,shelving,2,cabinet,n02871439,bookshelf.n.01,,,__SYM_REFLECT_LR,,,,85,
2077,s__522,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,85,
2078,s__523,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,,,,,85,
2079,s__524,bookshelf,shelving,2,cabinet,n02871439,bookshelf.n.01,,,__SYM_REFLECT_LR,,,,85,
2080,s__525,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,85,
2081,s__526,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,85,
2082,s__527,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__CORNER_C2,,,,,
2083,s__528,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__CORNER_C1,,,,,
2084,s__529,armchair,chair,2,sofa,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,118,
2085,s__530,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,118,
2086,s__531,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,,,,,,
2087,s__532,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,,
2088,s__533,mirror,mirror,2,mirror,n03773035,mirror.n.01,,,__SYM_REFLECT_LR,,,,,
2089,s__536,sink,sink,2,sink,n04223580,sink.n.01,,,__SYM_REFLECT_LR,,,,186,
2090,s__537,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,186,
2091,s__538,medicine_cabinet,mirror,2,otherprop,n03742115,medicine_chest.n.01,,,__SYM_REFLECT_LR,,,,,
2092,s__539,stand,stand,2,night_stand,n04301000,stand.n.04,,,__CORNER_C2,,,1,,
2093,s__540,chair,chair,2,chair,n03001627,chair.n.01,,,__SYM_REFLECT_LR,,,,,
2094,s__541,sink,sink,2,sink,n04223580,sink.n.01,,,,,,,,
2095,s__542,sink,sink,2,sink,n04223580,sink.n.01,,,__CORNER_C2,,,1,,
2096,s__543,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__CORNER_C2,,,,,
2097,s__544,mirror,mirror,2,mirror,n03773035,mirror.n.01,,,__SYM_REFLECT_LR,,,,,
2098,s__545,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
2099,s__546,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
2100,s__547,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
2101,s__548,dining_table,table,2,table,n03246933,drop-leaf_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
2102,s__549,sofa_and_table,sofa_and_table,2,sofa,n04256520,sofa.n.01,,,__CORNER_C1,,,,,
2103,s__550,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,,
2104,s__551,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_REFLECT_LR,,,,,
2105,s__552,desk,desk,2,desk,n03179701,desk.n.01,,,,,,,,
2106,s__553,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,,,,,,
2107,s__554,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_REFLECT_FB,,,,,
2108,s__555,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,,,,,,
2109,s__556,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,,,,,,
2110,s__557,sink,sink,2,sink,n04223580,sink.n.01,,,,,,,,
2111,s__558,sink,sink,2,sink,n04223580,sink.n.01,,,__SYM_REFLECT_LR_APPROX,,,,84,
2112,s__559,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,84,
2113,s__560,sink,sink,2,sink,n04223580,sink.n.01,,,__SYM_REFLECT_LR,,,,,
2114,s__561,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_REFLECT_FB,,,,,
2115,s__562,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,83,
2116,s__563,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,,,,,83,
2117,s__564,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,83,
2118,s__565,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,83,
2119,s__566,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,83,
2120,s__567,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR_APPROX,,,,82,
2121,s__568,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_REFLECT_LR,,,,82,
2122,s__569,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,82,
2123,s__570,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,82,
2124,s__571,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,"__CORNER_C2,__SYM_REFLECT_C2_APPROX",,,,82,
2125,s__572,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,82,
2126,s__573,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,82,
2127,s__574,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,,,__SYM_REFLECT_LR,,,,,
2128,s__575,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
2129,s__576,sink,sink,2,sink,n04223580,sink.n.01,,,,,,,,
2130,s__577,sink,sink,2,sink,n04223580,sink.n.01,,,__SYM_REFLECT_LR,,,,,
2131,s__578,medicine_cabinet,mirror,2,otherprop,n03742115,medicine_chest.n.01,,,__SYM_REFLECT_LR,,,,,
2132,s__579,vase,vase,2,otherprop,n04522168,vase.n.01,,,__SYM_ROTATE_UP_INF,,,,,
2133,s__580,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
2134,s__581,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,81,
2135,s__582,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,81,
2136,s__583,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,137,
2137,s__584,shoes_cabinet,shoes_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,,
2138,s__585,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03,,,__SYM_REFLECT_LR,,,,,
2139,s__586,outdoor_lamp,outdoor_lamp,2,otherprop,n03636649,lamp.n.02,,,__SYM_ROTATE_UP_INF,,,,,
2140,s__587,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,119,
2141,s__588,armchair,chair,2,sofa,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,119,
2142,s__589,bunker_bed,bed,2,bed,n02818832,bed.n.01,,,,,,,80,
2143,s__590,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,80,
2144,s__591,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,80,
2145,s__592,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,80,
2146,s__593,desk_with_shelves,desk,2,desk,n03179701,desk.n.01,,,__SYM_REFLECT_LR_APPROX,,,,80,
2147,s__594,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,80,
2148,s__595,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_REFLECT_LR,,,,143,
2149,s__596,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,143,
2150,s__597,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,120,
2151,s__598,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__CORNER_C1,,,,120,
2152,s__599,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,138,
2153,s__600,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,138,
2154,s__601,sofa,sofa,2,chair,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,138,
2155,s__602,armchair,chair,2,sofa,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,121,
2156,s__603,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,121,
2157,s__604,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,121,
2158,s__605,porch_swing,outdoor_seating,2,chair,n04161981,seat.n.03,,,__SYM_REFLECT_LR,,,,,
2159,s__606,porch_swing,outdoor_seating,2,chair,n04161981,seat.n.03,,,__SYM_REFLECT_LR,,,,,
2160,s__607,porch_swing,outdoor_seating,2,chair,n04161981,seat.n.03,,,__SYM_REFLECT_LR,,,,,
2161,s__608,porch_swing,outdoor_seating,2,chair,n04161981,seat.n.03,,,__SYM_REFLECT_LR,,,,,
2162,s__609,porch_swing,outdoor_seating,2,chair,n04161981,seat.n.03,,,__SYM_REFLECT_LR,,,,,
2163,s__610,porch_swing,outdoor_seating,2,chair,n04161981,seat.n.03,,,__SYM_REFLECT_LR,,,,,
2164,s__611,armchair,chair,2,chair,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,,
2165,s__612,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,79,
2166,s__613,porch_swing,outdoor_seating,2,chair,n04161981,seat.n.03,,,__SYM_REFLECT_LR,,,,,
2167,s__614,porch_swing,outdoor_seating,2,chair,n04161981,seat.n.03,,,__SYM_REFLECT_LR,,,,,
2168,s__615,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
2169,s__616,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,__CORNER_C1,,,,79,
2170,s__617,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,79,
2171,s__618,bookshelf,shelving,2,cabinet,n02871439,bookshelf.n.01,,,__SYM_REFLECT_LR,,,,79,
2172,s__619,daybed,bed,2,bed,n03165096,daybed.n.01,,,__SYM_REFLECT_LR,,,,79,
2173,s__620,bookshelf,shelving,2,cabinet,n02871439,bookshelf.n.01,,,__SYM_REFLECT_LR,,,,79,
2174,s__621,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
2175,s__622,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
2176,s__623,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
2177,s__624,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
2178,s__625,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
2179,s__626,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
2180,s__627,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
2181,s__628,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
2182,s__629,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
2183,s__630,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
2184,s__631,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
2185,s__632,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
2186,s__633,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
2187,s__634,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03,,,__SYM_ROTATE_UP_2,,,,,
2188,s__635,table_and_chair,table_and_chair,2,table,,,,,"__SYM_ROTATE_UP_2_APPROX,__SYM_REFLECT_FB",,,,150,
2189,s__636,table_and_chair,table_and_chair,2,table,,,,,__SYM_ROTATE_UP_2,,,,,
2190,s__637,table_and_chair,table_and_chair,2,table,,,,,__SYM_REFLECT_LR,,,,138,"s__600,s__600,s__601,s__599"
2191,s__638,sofa_and_table,sofa_and_table,2,sofa,n04256520,sofa.n.01,,,__CORNER_C1,,,,120,s__598
2192,s__639,chair_set,chair,2,chair,n03001627,chair.n.01,,,__SYM_REFLECT_LR,,,,137,"s__583,s__583"
2193,s__640,table_and_chair,table_and_chair,2,chair,,,,,__SYM_REFLECT_LR,,,,121,"s__602,s__602,s__603,s__604"
2194,s__641,table_and_chair,table_and_chair,2,chair,,,,,__SYM_REFLECT_LR,,,,143,"s__596,s__596,s__595"
2195,s__642,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__CORNER_C2,,,,122,
2196,s__643,armchair,chair,2,sofa,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,122,
2197,s__644,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,123,
2198,s__645,armchair,chair,2,sofa,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,123,
2199,s__646,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,124,
2200,s__647,armchair,chair,2,sofa,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,124,
2201,s__648,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,125,
2202,s__649,armchair,chair,2,sofa,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,125,
2203,s__650,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,126,
2204,s__651,armchair,chair,2,sofa,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,126,
2205,s__652,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__CORNER_C2,,,,127,
2206,s__653,armchair,chair,2,sofa,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,127,
2207,s__654,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
2208,s__655,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
2209,s__656,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__CORNER_C1,,,,128,
2210,s__657,armchair,chair,2,sofa,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,128,
2211,s__658,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
2212,s__659,shelving,shelving,2,shelves,n04190052,shelf.n.01,,,,,,,38,
2213,s__660,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
2214,s__661,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
2215,s__662,stand,stand,2,night_stand,n04301000,stand.n.04,,,__SYM_ROTATE_UP_4,,,,,
2216,s__663,stand,stand,2,night_stand,n04301000,stand.n.04,,,__SYM_ROTATE_UP_4,,,,77,
2217,s__664,stand,stand,2,night_stand,n04301000,stand.n.04,,,__SYM_ROTATE_UP_4,,,,77,
2218,s__665,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,__SYM_ROTATE_UP_4,,,,76,
2219,s__666,stand,stand,2,night_stand,n04301000,stand.n.04,,,__SYM_ROTATE_UP_2,,,,76,
2220,s__667,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,,,__SYM_REFLECT_LR,,,,,
2221,s__668,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,,,__SYM_REFLECT_LR,,,,,
2222,s__669,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,,,__SYM_REFLECT_LR,,,,,
2223,s__670,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,,,__SYM_REFLECT_LR,,,,,
2224,s__671,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,,,__SYM_REFLECT_LR,,,,,
2225,s__672,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,,,__SYM_REFLECT_LR,,,,,
2226,s__673,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,,
2227,s__674,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,,,,,,
2228,s__675,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,78,
2229,s__676,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,78,
2230,s__677,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_ROTATE_UP_4,,,,,
2231,s__678,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_REFLECT_LR,,,,,
